"id","age","country","education","occupation[a1]","occupation[a2]","occupation[a3]","occupation[a4]","occupation[a5]","flossprojects[p1_name]","flossprojects[p1_tasks]","flossprojects[p1_duration]","flossprojects[p2_name]","flossprojects[p2_tasks]","flossprojects[p2_duration]","flossprojects[p3_name]","flossprojects[p3_tasks]","flossprojects[p3_duration]","flossprojects[p4_name]","flossprojects[p4_tasks]","flossprojects[p4_duration]","flossprojects[p5_name]","flossprojects[p5_tasks]","flossprojects[p5_duration]","usedsystems1[getenv]","usedsystems1[envvar]","usedsystems1[xsettings]","usedsystems1[gsettings]","usedsystems1[qsettings]","usedsystems1[kconfig]","usedsystems1[dconf]","usedsystems1[cfgfiles]","usedsystems1[freedesktop]","usedsystems1[registra]","usedsystems1[plist]","usedsystems2[getenv]","usedsystems2[envvar]","usedsystems2[xsettings]","usedsystems2[gsettings]","usedsystems2[qsettings]","usedsystems2[kconfig]","usedsystems2[dconf]","usedsystems2[cfgfiles]","usedsystems2[freedesktop]","usedsystems2[registra]","usedsystems2[plist]","flosscontribution[a1]","flosscontribution[a2]","flosscontribution[a3]","flosscontribution[a4]","flosscontribution[a5]","flosscontribution[a6]","flosscontribution[a7]","introduceconfintrg[a1]","introduceconfintrg[a2]","introduceconfintrg[a3]","introduceconfintrg[a4]","introduceconfintrg[a5]","specifyconfig[a1]","specifyconfig[a2]","specifyconfig[a3]","specifyconfig[a4]","specifyconfig[a5]","specifyconfig[a6]","specifyconfig[a7]","specifyconfig[a8]","specifyconfig[a9]","specifyconfig[a10]","specifyconfig[a11]","specifyconfig[a12]","configreduction[a1]","configreduction[a2]","configreduction[a3]","configreduction[a4]","configreduction[a5]","configreduction[a6]","configreduction[a7]","configreduction[a8]","configreduction[a9]","effortconfexp[a1]","effortconfexp[a2]","effortconfexp[a3]","effortconfexp[a4]","effortconfexp[a5]","effortconfexp[a6]","effortconfexp[a7]","effortconfexp[a8]","effortconfexp[a9]","importancecfgoptions[a1]","importancecfgoptions[a2]","importancecfgoptions[a3]","importancecfgoptions[a4]","importancecfgoptions[a5]","importancecfgoptions[a6]","importancecfgoptions[a7]","getenv[a1]","getenv[a2]","getenv[a3]","getenv[a4]","getenv[a5]","getenv[a6]","getenv[a7]","getenv[a8]","clusterconf[a1]","clusterconf[a2]","clusterconf[a3]","clusterconf[a4]","clusterconf[a5]","clusterconf[a6]","informaboutcfg[a1]","informaboutcfg[a2]","informaboutcfg[a3]","informaboutcfg[a4]","informaboutcfg[a5]","informaboutcfg[a6]","informaboutcfg[a7]","informaboutcfg[a8]","informaboutcfg[a9]","syncconfig[a1]","syncconfig[a2]","syncconfig[a3]","syncconfig[a4]","syncconfig[a5]","syncconfig[a6]","importantbenefits[a1]","importantbenefits[a2]","importantbenefits[a3]","importantbenefits[a4]","importantbenefits[a5]","importantbenefits[a6]","importantbenefits[a7]","importantbenefits[a8]","importantbenefits[a9]","importantbenefits[a10]","importantbenefits[a11]","importantbenefits[a12]","importantbenefits[a13]","importantbenefits[a14]","donation"
"333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"334","32-37","DE","a5","0","0","0","1","0","117","designer,developer,tester","2","118","designer,developer,tester","2","119","designer,developer,tester","3","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used1","used1","used1","neutral","neutral","","","","","","neutral","","","","0","0","0","0","1","0","0","a4","","a4","","a5","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"335","15-25","BR","a3","0","0","1","0","0","lain","contributor","2","","","","","","","","","","","","","used1","used4","used1","used1","used1","used1","used1","used1","used3","used1","used1","","neutral","","","","","","","help","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"337","32-37","FR","a3","1","0","0","0","1","gnome","translator,developer,bug-triager","12","","","","","","","","","","","","","used3","used4","used1","used4","used1","used1","used4","used3","used4","used1","used1","help","help","","neutral","","","neutral","help","neutral","","","0","0","0","0","1","0","0","a4","a5","a3","a4","","0","1","1","1","0","0","1","1","0","0","0","0","1","1","0","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"338","26-31","FR","a4","1","0","0","0","0","gnome","patcher","2","121","developer","4","fedora","contributor","6","","","","","","","used3","used4","used1","used4","used1","used1","used3","used4","used3","used1","used1","bad","neutral","","good","","","","neutral","help","","","0","0","0","0","1","0","0","a1","a1","a1","a1","a5","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","a5","a2","a4","a3","a4","a2","a2","a2","a4","0","0","0","0","0","0","a4","a4","a4","a4","a4","a1","a2","a2","a3","a3","a4","a4","a1","a5","1"
"339","32-37","FR","a4","1","0","0","0","0","fedora","member","10","centos","developer","2","openstack","developer","4","","","","","","","used4","used4","used3","used4","used4","used1","used4","used4","used4","used3","used3","help","help","confused","confused","help","","help","help","help","bad","help","1","1","1","1","1","0","0","a4","a2","a3","a2","","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"340","32-37","BE","a4","1","0","0","0","0","gnome","release-manager","10.1","122","developer,manager","2","123","maintainer","6","","","","","","","used4","used4","used1","used4","used1","used1","used4","used4","used4","used1","used3","neutral","help","","help","","","help","help","help","","","0","0","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"341","32-37","DE","a5","0","0","0","1","0","117","designer,developer,tester","2","118","designer,developer,tester","2","119","designer,developer,tester","2","","","","","","","used4","used4","used1","used1","used1","used1","used3","used4","used1","used1","used1","neutral","neutral","","","","","","neutral","","","","0","0","0","1","1","0","0","a3","a4","","","a5","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","a2","a1","a4","a5","a4","a3","a2","1","1","0","1","0","0","0","0","0","1","1","1","0","0","a5","a4","a4","a3","a2","a1","a5","","","0","1","0","0","0","0","a3","a4","a3","a3","a3","a4","","a2","a2","a2","a5","a5","a2","a5","1"
"343","15-25","FR","a4","0","0","1","1","0","","","","","","","","","","","","","","","","used3","used4","used1","used1","","used1","used1","used3","used1","used1","used1","help","confused","","","","","","confused","","","","0","0","0","0","0","0","0","a4","a3","a4","a4","","1","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","","","","","","","","0","0","1","0","0","0","0","0","1","0","0","0","0","0","a3","a2","a4","a4","a4","a2","a1","a2","a3","1","1","0","0","0","0","a5","a5","a4","a4","a3","a3","a4","a4","a5","a2","a5","a4","a3","","1"
"344","32-37","DE","a4","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"346","15-25","HU","a2","0","0","1","1","0","scripts","","0","","","","","","","","","","","","","used4","used3","used1","used1","used1","used1","used1","used4","used1","used1","used1","neutral","good","","","","","","neutral","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"348","32-37","NL","a3","1","1","1","1","0","personal-project","developer","1","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used3","used4","used1","help","neutral","","","","","","neutral","confused","help","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"350","26-31","DE","a4","0","0","0","1","0","fedora","packager","5","","","","","","","","","","","","","used1","used4","","used1","used1","used1","used1","used4","used1","used3","used1","","neutral","","","","","","help","","help","","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"351","26-31","US","a2","0","1","0","0","0","xfce","developer","4","124","maintainer ","2","","","","","","","","","","used4","used4","used3","used1","used1","used1","used1","used4","used4","used4","used1","neutral","neutral","help","","","","","good","good","neutral","","0","0","0","1","1","0","0","a5","a5","a5","a5","","0","0","1","1","1","0","0","1","1","0","0","0","","","","","","","","","1","0","0","0","1","0","1","1","0","0","a4","a1","a4","a4","a4","a5","a1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","a5","a4","a5","a5","a5","a3","a4","a4","a3","","","","","","1","a3","a5","a4","a1","a1","a1","a1","a1","a1","a1","a4","a4","a1","","1"
"352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"354","","CZ","a3","1","1","0","0","0","linux","contributor","5","125","maintainer","3","126","maintainer","3","xorg","contributor","1","","","","used4","used4","used3","used3","used3","used3","","used4","used3","used4","used4","help","","","","","","","help","help","help","confused","0","0","0","0","0","0","0","a5","a5","","","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","a4","a4","a4","a4","a4","a4","","1","1","1","0","0","0","0","0","1","1","1","1","1","0","a5","a5","a4","a4","a4","a4","a4","a3","a3","0","1","0","0","0","0","a4","a4","a3","a3","a5","a3","a3","a3","a3","a3","a5","a5","a3","","1"
"355","38-57","FI","a4","0","1","0","0","0","xfce","maintainer","5","","","","","","","","","","","","","used4","used4","used1","used3","used1","used1","used3","used4","used4","used1","used1","good","good","","neutral","","","help","good","neutral","","","0","0","0","1","1","0","0","a4","a4","a4","a4","","1","0","1","0","1","0","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","1","1","1","1","0","1","0","0","0","a4","a4","a4","a5","a4","a4","","1","1","1","0","0","0","0","0","0","1","0","0","0","0","a4","a5","a4","a1","a3","a3","a5","a4","","0","0","1","0","0","0","a4","a4","a5","a4","a4","a3","a5","a3","a4","a3","a3","a4","a4","","1"
"356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"357","26-31","DE","a4","0","0","0","1","0","127","maintainer","3","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used3","used4","used3","used1","neutral","neutral","","","","","","neutral","help","confused","","1","1","0","0","0","0","0","a5","a4","a4","a4","","1","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","a3","a1","a5","a5","a5","a4","a4","0","1","0","0","0","0","0","0","1","1","0","0","1","0","a4","a4","a4","a4","a4","a2","a4","a4","a3","0","1","1","0","0","0","a5","a5","a5","a3","a2","a1","a5","a3","a3","a2","a4","a4","a3","","0"
"358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"362","","FR","a4","1","0","0","0","0","mate","packager,tester","1","libreoffice","qa","0.5","debian","","0","","","","","","","used4","used4","used1","used4","used1","used1","used4","used4","used1","used1","used1","help","help","","confused","","","confused","good","","","","0","0","0","0","1","0","0","a5","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"363","38-57","CZ","a4","1","0","0","0","1","128","developer","2","","","","","","","","","","","","","used4","used4","used3","used3","used1","used1","used4","used4","used4","used4","used1","neutral","neutral","neutral","","","","help","neutral","neutral","confused","","0","0","1","1","1","0","0","a5","a1","a5","a2","a1","1","1","1","1","1","1","1","1","1","0","0","0","","","","","","","","","1","1","1","0","1","1","1","1","0","0","a4","a3","a4","a5","a5","a1","a3","0","0","1","1","0","0","0","0","1","1","1","1","1","0","a5","a5","a4","a4","a5","a3","a2","a4","a3","0","0","1","1","0","0","a5","a4","a3","a1","a3","a3","a5","a2","a3","a1","a4","a5","a5","a1","1"
"364","","US","a3","0","0","0","0","1","129","designer,developer","12","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used3","used3","used1","confused","neutral","","","","","","neutral","","","","","","","","","","1","a4","a4","a3","a2","","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","0","0","0","0","0","0","0","1","0","1","0","0","0","a4","a4","a4","a2","a4","a2","a1","a1","a4","0","1","0","1","0","0","a4","a4","a4","a4","a3","a5","a4","","","","a4","a4","a4","","0"
"365","32-37","IT","a4","0","0","0","0","1","","","","","","","","","","","","","","","","used4","used4","used3","used3","used3","used3","used1","used4","used3","used3","used1","neutral","neutral","confused","confused","confused","confused","","neutral","help","neutral","","0","0","1","0","1","1","0","a4","a4","a4","a4","","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","a4","a3","a5","a4","a3","a3","a3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","a5","a5","a4","a3","a3","a3","a2","a3","a3","0","0","0","1","0","0","a4","a4","a4","a3","a4","a3","a3","a3","a4","a3","a4","a4","a4","","1"
"366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"367","15-25","TR","a2","1","0","1","1","0","mozilla","contributor","0.5","firefox ","contributor","1","","","","","","","","","","used4","used4","used1","used1","used1","used1","used3","used3","used3","used3","used3","neutral","neutral","","","","","","","","confused","help","0","0","0","1","1","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"368","26-31","DE","a4","1","0","0","1","0","131","developer","2","132","developer","1","133","contributor","2","","","","","","","used4","used4","used1","used1","used1","used1","used1","used3","used1","used3","used1","help","confused","","","","","","neutral","","bad","","0","0","1","0","0","0","0","a5","","a3","a1","","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","a3","a3","a4","a4","a2","a1","a1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","a5","a4","a4","a5","a3","a2","a3","a1","a4","","","","","","1","a4","a4","a2","","","a3","a4","a1","a3","a1","a4","a4","a3","","1"
"369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"370","26-31","AT","a4","0","0","0","1","0","debian","developer","5.1","134","developer","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"372","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"374","26-31","DE","a1","0","1","0","0","0","xfce","supporter","5","","","","","","","","","","","","","used4","used4","used1","used3","used1","used1","used3","used4","used4","used1","used1","neutral","good","","confused","","","confused","help","neutral","","","","","","","","","1","a4","a5","a5","a5","","0","0","0","0","0","0","0","0","0","1","0","1","","","","","","","","","1","1","1","1","1","1","1","1","0","0","a5","a5","a5","a5","a5","a5","a5","1","1","0","0","0","0","0","0","0","1","1","0","0","0","a5","a5","a3","a5","a5","a4","a1","a2","a4","0","1","0","0","0","0","a4","a4","a4","a2","a5","a5","a1","a2","a4","a2","a5","a5","a4","","1"
"375","26-31","DE","a4","1","0","0","0","0","v8","developer","5","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used3","used3","used1","used3","used1","confused","neutral","","","","","confused","help","","confused","","1","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"381","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"382","32-37","AR","a3","1","1","0","1","1","debian","maintainer,developer","10","135","developer","5","","","","","","","","","","used3","used4","used3","used3","used4","used3","used1","used4","used3","used1","used1","help","neutral","help","help","good","help","","good","help","","","0","0","0","0","0","0","0","a5","a5","a5","a5","","0","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","a5","a3","a5","a5","a5","a4","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","a5","a5","a4","a3","a4","a2","a4","a3","a3","0","1","0","0","0","0","a5","a5","a3","a5","a4","a5","a3","a3","a5","a3","a5","a5","a1","","1"
"383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"385","38-57","DK","a3","0","0","0","0","1","debian","translator","15","136","translator","15","jed-editor-scripts","developer","10","","","","","","","used4","used4","","","","","","used4","","","","neutral","neutral","","","","","","neutral","","","","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"387","26-31","IT","a2","1","0","0","0","0","mediawiki","","7","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used3","used3","","","","","","","","","","","","","","0","0","0","0","0","0","0","a3","a4","a3","","","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"388","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"390","","","a3","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"392","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"397","32-37","IT","a1","1","0","0","0","0","","","","","","","","","","","","","","","","used1","used4","used1","used3","used1","used1","used1","used4","used1","used1","used1","","neutral","","neutral","","","","neutral","","","","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
